city,locality,area_sqft,bhk,bathrooms,age_years,floor,total_floors,parking,gym,pool,furnishing,price
Bangalore,Koramangala,1425,2,1,16,27,28,0,0,0,Fully Furnished,7535440
Bangalore,Koramangala,1923,2,1,11,7,9,1,1,0,Unfurnished,10491289
Chennai,Anna Nagar,2943,3,4,10,17,23,1,1,0,Semi-Furnished,18162168
Hyderabad,HITEC City,3773,5,5,16,27,31,1,0,1,Semi-Furnished,20760349
Hyderabad,Madhapur,3077,3,2,2,11,18,0,1,1,Unfurnished,15756893
Delhi NCR,Faridabad,3664,1,1,8,15,17,1,0,0,Semi-Furnished,28123702
Delhi NCR,Dwarka,2905,3,4,17,29,30,0,1,0,Unfurnished,23883311
Delhi NCR,Dwarka,1919,3,3,5,0,5,1,0,1,Semi-Furnished,14568373
Delhi NCR,Faridabad,3375,3,2,2,25,34,1,1,0,Fully Furnished,27562412
Delhi NCR,Noida Sector 62,559,3,2,5,19,25,1,1,1,Fully Furnished,5326009
Delhi NCR,Faridabad,3024,3,2,10,29,35,0,1,1,Fully Furnished,22391787
Pune,Wakad,3159,2,1,10,26,27,1,0,0,Fully Furnished,22264272
Hyderabad,Madhapur,500,4,3,6,3,4,1,1,1,Semi-Furnished,3880719
Delhi NCR,Noida Sector 62,2078,3,2,12,13,17,1,1,0,Semi-Furnished,16615158
Hyderabad,HITEC City,810,2,2,12,17,19,0,1,0,Unfurnished,4115281
Hyderabad,Kondapur,2715,2,3,6,4,7,1,1,0,Unfurnished,15241388
Mumbai,Kurla,2739,4,5,13,27,33,1,1,1,Fully Furnished,26559592
Pune,Kothrud,3605,4,5,1,2,3,0,0,0,Fully Furnished,22247202
Delhi NCR,Faridabad,3605,2,1,2,18,20,0,1,0,Semi-Furnished,28970220
Bangalore,Indiranagar,3988,1,2,3,11,15,1,1,1,Semi-Furnished,22353492
Chennai,Adyar,1207,1,1,7,25,31,1,0,0,Unfurnished,7682013
Bangalore,Indiranagar,1681,2,1,20,27,30,1,0,0,Fully Furnished,8873083
Pune,Baner,2280,3,3,0,18,27,1,0,0,Semi-Furnished,14723024
Chennai,OMR,2023,3,2,8,19,23,1,0,1,Semi-Furnished,11889948
Pune,Kothrud,2913,3,2,16,10,17,1,1,1,Fully Furnished,19886784
Hyderabad,Kondapur,1863,3,4,17,20,25,0,0,1,Fully Furnished,10461018
Chennai,OMR,1357,1,1,6,19,25,1,0,0,Semi-Furnished,7169826
Hyderabad,Madhapur,3906,2,3,2,8,17,1,0,0,Semi-Furnished,19704805
Bangalore,Hebbal,2874,2,1,21,19,28,1,0,0,Unfurnished,15333670
Bangalore,HSR Layout,2661,2,2,15,26,32,1,1,1,Fully Furnished,13279077
Chennai,OMR,3344,1,1,7,22,24,0,1,1,Unfurnished,19093783
Chennai,OMR,1418,3,2,4,25,34,1,1,0,Fully Furnished,10159976
Delhi NCR,Faridabad,3989,4,5,16,26,28,1,0,0,Unfurnished,32217627
Pune,Kothrud,3714,3,2,18,4,6,0,1,0,Fully Furnished,22787174
Delhi NCR,Greater Noida,1108,4,4,17,9,11,0,1,1,Semi-Furnished,9361319
Pune,Viman Nagar,808,3,3,21,8,15,1,1,1,Semi-Furnished,5348004
Delhi NCR,Noida Sector 62,2948,3,3,4,24,28,1,0,0,Unfurnished,23760697
Hyderabad,Kondapur,1843,2,1,6,12,20,1,0,1,Semi-Furnished,10769819
Chennai,OMR,711,5,5,17,28,36,1,0,0,Semi-Furnished,5724010
Bangalore,Whitefield,2864,2,2,12,28,29,1,1,0,Unfurnished,13421477
Pune,Viman Nagar,684,2,3,21,7,8,1,1,0,Semi-Furnished,5084216
Pune,Hinjewadi,1728,2,3,10,21,25,0,0,0,Fully Furnished,11702897
Bangalore,Koramangala,1887,5,5,4,12,14,0,0,0,Unfurnished,11185508
Delhi NCR,Greater Noida,1739,5,6,21,27,30,1,1,0,Semi-Furnished,14732575
Pune,Baner,745,3,2,14,26,28,1,0,1,Unfurnished,5482522
Hyderabad,Jubilee Hills,738,3,4,20,21,30,1,1,0,Fully Furnished,4762508
Chennai,Velachery,2328,3,4,6,27,33,1,1,0,Unfurnished,14351213
Bangalore,Indiranagar,1914,5,6,4,17,24,0,1,0,Unfurnished,11497972
Chennai,Anna Nagar,1019,3,4,6,22,28,1,0,1,Fully Furnished,6781071
Pune,Viman Nagar,2113,4,3,16,8,9,1,1,0,Semi-Furnished,14837444
Pune,Viman Nagar,776,2,3,8,8,13,0,1,0,Unfurnished,4963024
Bangalore,Koramangala,1505,2,2,5,1,4,1,1,1,Semi-Furnished,8862387
Hyderabad,Kondapur,2749,4,5,8,24,32,1,0,0,Semi-Furnished,16231231
Mumbai,Kurla,713,2,3,16,6,13,0,0,0,Semi-Furnished,7557638
Bangalore,Koramangala,1105,4,4,1,4,13,1,1,0,Semi-Furnished,6448988
Mumbai,Andheri,977,3,2,22,20,21,1,1,0,Semi-Furnished,10081993
Delhi NCR,Greater Noida,1007,4,4,19,5,7,1,0,0,Fully Furnished,8001107
Mumbai,Andheri,1598,2,2,12,12,14,1,0,1,Semi-Furnished,16211723
Hyderabad,Gachibowli,3216,3,3,16,23,24,1,0,0,Semi-Furnished,15929720
Delhi NCR,Noida Sector 62,3212,3,3,20,17,25,1,1,1,Semi-Furnished,23795018
Mumbai,Kurla,2477,3,4,19,2,6,1,0,0,Unfurnished,22998265
Delhi NCR,Faridabad,641,3,4,5,9,16,1,1,0,Unfurnished,5920808
Mumbai,Bandra,2869,5,6,22,22,23,1,1,0,Unfurnished,28919975
Hyderabad,Gachibowli,2217,3,4,18,2,10,0,1,0,Semi-Furnished,12280004
Mumbai,Kurla,960,2,1,5,0,8,0,0,0,Semi-Furnished,9806892
Mumbai,Powai,3254,4,5,1,5,8,1,0,1,Fully Furnished,31085318
Mumbai,Andheri,1169,2,3,12,22,31,1,0,0,Semi-Furnished,11768770
Bangalore,Whitefield,3717,2,1,19,15,20,1,0,0,Unfurnished,15998814
Bangalore,Indiranagar,2601,2,2,9,24,29,1,1,0,Unfurnished,13439378
Bangalore,HSR Layout,3927,4,5,8,16,21,0,1,0,Fully Furnished,21076466
Hyderabad,Madhapur,2824,2,3,12,26,27,1,1,1,Unfurnished,14916190
Delhi NCR,Greater Noida,2344,2,2,6,15,17,1,1,0,Semi-Furnished,19621686
Pune,Baner,2118,4,5,17,24,25,1,0,0,Unfurnished,14484726
Mumbai,Thane,899,4,4,21,9,11,1,1,1,Unfurnished,9301974
Mumbai,Powai,1167,2,2,13,6,15,1,1,0,Unfurnished,11093610
Hyderabad,HITEC City,3063,3,3,3,7,16,1,1,0,Fully Furnished,18842235
Mumbai,Bandra,2022,4,5,7,2,7,1,1,1,Unfurnished,20366862
Bangalore,Indiranagar,1834,1,1,11,4,8,1,1,0,Unfurnished,9347613
Pune,Wakad,1794,4,5,7,18,20,1,0,0,Semi-Furnished,13440279
Chennai,Velachery,3123,3,2,15,6,12,0,0,0,Semi-Furnished,17209835
Mumbai,Bandra,1972,3,3,0,17,26,1,1,1,Fully Furnished,19233842
Bangalore,Indiranagar,2659,3,4,23,21,29,0,1,0,Unfurnished,12348928
Chennai,OMR,738,3,3,9,25,29,1,0,1,Semi-Furnished,5637911
Pune,Hinjewadi,3715,1,2,6,17,23,1,0,1,Semi-Furnished,24302508
Chennai,OMR,3945,3,4,13,24,33,0,1,1,Semi-Furnished,22644307
Bangalore,Whitefield,1543,1,1,16,5,9,1,1,1,Unfurnished,7475329
Delhi NCR,Greater Noida,1812,3,3,18,4,13,1,0,1,Unfurnished,14961490
Delhi NCR,Faridabad,2116,2,3,4,5,13,1,0,0,Unfurnished,17019277
Chennai,T Nagar,2744,4,3,18,28,31,1,1,1,Semi-Furnished,17438434
Hyderabad,Gachibowli,2929,2,3,2,27,36,1,1,1,Unfurnished,16946431
Chennai,OMR,2221,3,4,0,5,10,0,1,0,Fully Furnished,14008719
Mumbai,Powai,2240,2,1,7,21,22,0,0,1,Semi-Furnished,22430331
Mumbai,Kurla,2015,3,3,8,25,33,1,1,0,Semi-Furnished,19320051
Delhi NCR,Noida Sector 62,2711,3,2,4,21,26,1,0,1,Semi-Furnished,21157927
Hyderabad,Kondapur,3153,3,3,0,24,29,0,1,1,Unfurnished,19053133
Bangalore,Whitefield,1772,1,2,16,22,24,1,0,1,Semi-Furnished,9740410
Mumbai,Powai,3639,2,3,24,10,19,0,1,1,Unfurnished,35641891
Delhi NCR,Gurugram,3402,3,2,13,16,22,0,1,1,Fully Furnished,25990874
Pune,Baner,1544,4,3,16,25,28,1,1,0,Semi-Furnished,11284540
Delhi NCR,Noida Sector 62,3378,1,1,8,8,15,1,0,1,Unfurnished,27087274
Mumbai,Bandra,2035,1,2,2,21,23,1,1,1,Semi-Furnished,19097154
Mumbai,Bandra,3144,2,2,2,15,22,1,0,1,Unfurnished,30815509
Delhi NCR,Gurugram,3961,3,2,12,9,11,1,1,1,Fully Furnished,30831426
Bangalore,Whitefield,1035,2,2,19,14,19,1,0,1,Fully Furnished,6596921
Chennai,Adyar,2658,4,3,4,7,16,1,1,0,Fully Furnished,15914606
Mumbai,Kurla,1448,1,1,5,13,22,1,1,0,Semi-Furnished,13417326
Delhi NCR,Noida Sector 62,1362,2,1,13,15,21,1,0,1,Semi-Furnished,11063756
Delhi NCR,Greater Noida,3142,2,1,5,18,21,1,0,1,Unfurnished,24002053
Hyderabad,Kondapur,1521,3,4,24,2,6,1,1,0,Unfurnished,7877371
Chennai,Adyar,3007,3,4,16,12,16,0,0,0,Fully Furnished,19154469
Pune,Wakad,3649,2,1,8,29,38,1,1,1,Semi-Furnished,22159277
Bangalore,Indiranagar,933,4,5,3,27,31,0,0,1,Fully Furnished,6303405
Pune,Baner,1903,2,3,22,8,12,1,1,0,Fully Furnished,13052914
Chennai,T Nagar,3435,3,4,14,11,16,0,1,0,Semi-Furnished,19458458
Chennai,Anna Nagar,1282,3,4,21,24,30,1,1,1,Semi-Furnished,7876482
Chennai,T Nagar,3910,2,2,24,4,12,1,1,1,Semi-Furnished,22696845
Pune,Kothrud,1487,4,4,17,20,21,1,1,1,Semi-Furnished,11461672
Chennai,T Nagar,3995,4,5,14,18,23,1,0,1,Unfurnished,23612749
Delhi NCR,Noida Sector 62,668,2,2,17,6,15,0,0,0,Semi-Furnished,4924294
Pune,Wakad,1208,3,2,6,6,10,1,0,0,Unfurnished,7916972
Chennai,Velachery,1464,2,2,14,18,26,1,0,0,Semi-Furnished,8607748
Delhi NCR,Noida Sector 62,3833,3,2,24,7,16,0,1,0,Unfurnished,29459132
Hyderabad,Madhapur,3274,2,2,4,5,6,1,1,0,Semi-Furnished,16030820
Chennai,Velachery,2102,4,4,22,2,10,0,0,0,Semi-Furnished,12560435
Pune,Wakad,728,2,1,10,21,29,1,0,0,Semi-Furnished,5868768
Mumbai,Kurla,1684,1,1,23,0,5,1,1,1,Fully Furnished,15805216
Chennai,Velachery,926,2,3,13,5,7,1,1,0,Semi-Furnished,6234415
Mumbai,Bandra,621,2,2,7,22,29,1,0,0,Semi-Furnished,6865168
Delhi NCR,Greater Noida,2696,3,2,3,19,24,0,0,0,Semi-Furnished,21794068
Hyderabad,Madhapur,3399,2,3,9,19,24,0,0,0,Fully Furnished,19733663
Bangalore,Hebbal,3252,3,2,6,18,24,1,0,1,Semi-Furnished,15869835
Hyderabad,Kondapur,610,2,3,0,20,28,1,1,0,Unfurnished,4527854
Chennai,OMR,1744,3,4,19,27,28,1,1,1,Fully Furnished,10826152
Mumbai,Kurla,2427,3,2,11,12,15,1,1,1,Semi-Furnished,22843865
Mumbai,Powai,563,5,4,12,26,33,0,1,1,Unfurnished,7136703
Pune,Wakad,3185,5,5,15,16,25,1,1,0,Fully Furnished,21866918
Mumbai,Andheri,1877,4,4,13,21,23,0,1,1,Unfurnished,18404190
Pune,Wakad,1408,3,4,12,17,21,1,0,0,Semi-Furnished,10461279
Delhi NCR,Gurugram,2271,2,1,4,19,23,1,0,1,Fully Furnished,19362876
Bangalore,Koramangala,2008,3,3,13,29,36,1,1,1,Semi-Furnished,11574533
Chennai,Velachery,512,5,6,12,5,10,1,1,1,Unfurnished,4803210
Pune,Viman Nagar,3481,1,1,13,10,15,1,1,0,Unfurnished,21748261
Bangalore,Whitefield,1676,3,4,11,26,33,1,1,0,Fully Furnished,9047420
Mumbai,Kurla,738,2,2,22,5,7,1,0,0,Semi-Furnished,7268411
Mumbai,Thane,3761,3,2,21,27,35,1,0,0,Semi-Furnished,35923693
Bangalore,Indiranagar,1162,3,4,19,25,31,1,1,1,Semi-Furnished,7326031
Mumbai,Powai,1609,3,4,14,6,11,1,1,0,Semi-Furnished,16466898
Delhi NCR,Faridabad,3592,3,3,18,0,1,1,1,1,Unfurnished,27884202
Delhi NCR,Noida Sector 62,1193,5,5,10,27,29,0,0,0,Unfurnished,10568713
Bangalore,HSR Layout,3890,3,3,21,21,27,0,0,1,Fully Furnished,18110385
Pune,Wakad,1681,4,3,14,24,30,0,0,0,Unfurnished,11991273
Pune,Hinjewadi,3518,2,2,20,23,32,1,1,1,Fully Furnished,21728212
Bangalore,Indiranagar,3511,2,2,11,7,13,1,0,1,Fully Furnished,16799947
Pune,Wakad,2004,3,2,18,26,27,1,1,0,Semi-Furnished,13677499
Pune,Viman Nagar,2402,2,2,15,13,20,1,1,1,Semi-Furnished,16413755
Delhi NCR,Greater Noida,575,2,1,3,21,24,1,1,1,Unfurnished,5645762
Pune,Kothrud,828,3,2,17,19,27,0,1,1,Semi-Furnished,5326213
Hyderabad,Kondapur,1939,3,3,8,0,6,1,1,1,Fully Furnished,12348881
Chennai,OMR,3774,3,2,15,4,7,1,0,1,Semi-Furnished,20974934
Mumbai,Bandra,1752,2,2,6,28,31,1,0,0,Unfurnished,16194963
Hyderabad,Kondapur,2699,2,1,18,4,12,1,0,0,Semi-Furnished,12959033
Pune,Kothrud,571,3,4,23,13,19,1,0,1,Semi-Furnished,4587149
Delhi NCR,Noida Sector 62,724,2,2,23,6,8,1,0,1,Semi-Furnished,6160262
Bangalore,Koramangala,3020,2,3,10,16,19,0,0,0,Fully Furnished,15062904
Pune,Baner,2907,1,2,16,28,34,0,0,0,Semi-Furnished,19806110
Delhi NCR,Faridabad,3087,1,2,20,10,17,1,1,1,Unfurnished,24897946
Chennai,Anna Nagar,1310,2,3,4,21,25,1,1,1,Unfurnished,9165951
Pune,Viman Nagar,3156,1,1,11,6,14,1,1,1,Unfurnished,20069744
Bangalore,HSR Layout,3617,2,1,18,0,3,1,1,0,Unfurnished,18623057
Delhi NCR,Dwarka,2548,3,3,1,14,20,0,1,0,Semi-Furnished,19902853
Delhi NCR,Faridabad,1177,1,1,0,18,25,1,1,0,Unfurnished,9595046
Delhi NCR,Gurugram,3816,2,1,3,9,17,1,1,1,Unfurnished,29935142
Chennai,OMR,3790,4,5,10,8,12,0,1,1,Unfurnished,21693120
Pune,Viman Nagar,790,3,2,17,12,17,1,1,0,Semi-Furnished,5895392
Chennai,OMR,1981,2,3,20,23,29,1,0,0,Fully Furnished,11176710
Mumbai,Bandra,2751,4,4,15,12,13,1,0,0,Fully Furnished,26426924
Mumbai,Thane,1725,2,1,9,29,38,1,0,1,Unfurnished,16560937
Pune,Viman Nagar,1065,1,1,11,25,28,0,1,0,Fully Furnished,7242966
Chennai,Anna Nagar,3029,5,6,1,5,7,1,1,1,Semi-Furnished,19902970
Bangalore,Indiranagar,2315,4,3,0,7,14,1,1,0,Semi-Furnished,12810224
Delhi NCR,Noida Sector 62,1010,3,3,9,11,15,0,1,0,Semi-Furnished,8363937
Delhi NCR,Gurugram,1423,3,2,9,1,5,1,0,1,Fully Furnished,12197553
Pune,Wakad,2825,3,2,9,28,37,1,1,0,Semi-Furnished,19371451
Mumbai,Powai,3552,2,2,24,15,22,1,1,0,Unfurnished,34121689
Mumbai,Thane,515,2,3,1,28,37,1,0,1,Fully Furnished,6464638
Delhi NCR,Noida Sector 62,2903,3,2,19,11,12,0,1,0,Semi-Furnished,21358938
Pune,Wakad,855,4,5,2,22,25,0,0,1,Unfurnished,6827394
Chennai,Anna Nagar,1329,1,1,0,17,23,1,0,0,Semi-Furnished,8694957
Mumbai,Bandra,3146,3,3,23,2,3,1,1,0,Semi-Furnished,29437255
Chennai,Velachery,1601,1,2,17,17,22,1,1,0,Unfurnished,9349400
Mumbai,Kurla,3475,3,2,10,10,14,1,0,0,Fully Furnished,34045240
Mumbai,Kurla,1590,3,4,23,4,8,1,1,0,Fully Furnished,15911971
Hyderabad,Gachibowli,3406,3,2,11,12,19,0,1,1,Semi-Furnished,19954832
Mumbai,Powai,2246,1,1,0,9,14,0,0,0,Unfurnished,21388398
Bangalore,Indiranagar,713,2,2,5,20,27,0,1,0,Semi-Furnished,3860300
Pune,Wakad,2220,3,2,15,21,22,1,1,0,Semi-Furnished,14648056
Pune,Hinjewadi,948,1,1,19,14,23,0,1,1,Semi-Furnished,6775563
Chennai,Anna Nagar,3512,2,3,2,5,13,1,1,1,Unfurnished,21910221
Mumbai,Andheri,2068,3,2,16,15,22,1,0,1,Semi-Furnished,20527347
Bangalore,Whitefield,3686,3,4,15,22,24,1,1,0,Semi-Furnished,17033432
Chennai,T Nagar,3334,2,1,10,29,35,1,1,0,Semi-Furnished,20307028
Hyderabad,Jubilee Hills,3991,3,3,15,7,11,1,1,0,Unfurnished,22862532
Chennai,Anna Nagar,3046,4,5,11,19,22,1,0,0,Semi-Furnished,17776854
Chennai,T Nagar,1209,1,2,0,24,32,1,1,1,Semi-Furnished,7712339
Mumbai,Thane,879,3,3,10,2,6,1,1,0,Fully Furnished,9653550
Hyderabad,HITEC City,3714,1,2,22,4,7,1,1,0,Semi-Furnished,19520145
Chennai,Velachery,3287,1,1,5,14,19,1,1,0,Semi-Furnished,19888228
Bangalore,Koramangala,3179,2,2,18,2,11,0,0,0,Semi-Furnished,14872118
Bangalore,Koramangala,2388,2,2,11,14,17,1,0,1,Unfurnished,12288035
Pune,Kothrud,1547,4,3,1,1,10,1,0,1,Unfurnished,10699719
Hyderabad,Jubilee Hills,1038,2,2,9,11,15,0,1,0,Semi-Furnished,6677135
Hyderabad,Madhapur,3492,3,4,18,26,30,1,1,1,Semi-Furnished,17215452
Pune,Wakad,3646,2,1,14,4,6,1,1,0,Fully Furnished,23253577
Chennai,OMR,1252,2,2,7,8,16,1,0,1,Fully Furnished,7909522
Hyderabad,Kondapur,1034,3,3,10,21,25,0,1,0,Unfurnished,5606452
Bangalore,Hebbal,1172,3,3,22,3,6,0,1,0,Unfurnished,6542902
Bangalore,Koramangala,1564,4,5,15,22,25,0,0,0,Semi-Furnished,9106925
Mumbai,Kurla,1067,4,3,12,25,26,0,1,1,Unfurnished,11860152
Hyderabad,Gachibowli,1936,2,1,12,20,28,1,1,0,Fully Furnished,11198570
Chennai,OMR,914,3,2,22,27,32,0,1,1,Unfurnished,6087145
Pune,Wakad,948,2,3,4,6,11,1,0,0,Fully Furnished,7442195
Pune,Wakad,1109,3,3,11,15,19,1,0,1,Semi-Furnished,7800290
Chennai,T Nagar,3205,4,3,9,12,17,0,1,0,Unfurnished,18337447
Delhi NCR,Noida Sector 62,2501,1,1,18,1,6,0,1,1,Semi-Furnished,19047841
Mumbai,Thane,2297,2,3,16,1,10,1,1,0,Semi-Furnished,22631810
Pune,Viman Nagar,2983,3,2,0,8,14,1,1,1,Semi-Furnished,19741961
Hyderabad,Kondapur,1204,3,4,21,14,23,0,1,0,Semi-Furnished,6566919
Mumbai,Andheri,2786,2,1,14,3,11,1,1,0,Fully Furnished,26591302
Hyderabad,Kondapur,1565,5,4,15,16,19,1,1,0,Semi-Furnished,9698622
Bangalore,Indiranagar,1233,3,3,19,8,10,0,0,1,Fully Furnished,6807194
Mumbai,Kurla,1299,2,3,22,14,20,1,0,0,Unfurnished,12174697
Pune,Kothrud,2557,1,1,9,0,2,0,0,1,Fully Furnished,16456500
Mumbai,Powai,3294,3,2,9,29,32,1,0,0,Semi-Furnished,30934873
Mumbai,Andheri,2360,1,2,16,26,29,1,1,0,Semi-Furnished,22965446
Mumbai,Bandra,3836,2,2,21,1,2,0,0,0,Semi-Furnished,33971833
Delhi NCR,Dwarka,2686,3,4,22,8,13,1,0,0,Semi-Furnished,21424874
Mumbai,Thane,2390,3,2,16,10,18,1,1,1,Fully Furnished,22495165
Hyderabad,Gachibowli,1230,3,4,1,18,27,1,1,0,Semi-Furnished,7623570
Bangalore,HSR Layout,695,2,2,8,26,33,0,1,0,Unfurnished,3990259
Chennai,OMR,1597,3,3,24,0,5,1,1,0,Semi-Furnished,8587559
Mumbai,Bandra,2138,5,5,21,18,26,1,0,0,Semi-Furnished,22051902
Pune,Wakad,3796,2,2,3,8,17,0,0,1,Semi-Furnished,26252778
Mumbai,Thane,2158,3,3,6,27,36,1,0,0,Fully Furnished,22377718
Pune,Hinjewadi,1625,4,4,4,1,10,1,1,0,Semi-Furnished,10892685
Hyderabad,HITEC City,763,3,3,18,4,6,0,1,0,Semi-Furnished,4535280
Pune,Viman Nagar,3492,3,2,3,16,19,1,0,1,Fully Furnished,24859163
Chennai,T Nagar,1419,2,3,17,25,27,0,1,0,Unfurnished,8272435
Bangalore,Whitefield,660,3,3,21,0,5,0,1,1,Unfurnished,4086590
Pune,Baner,1756,3,4,2,13,16,0,0,1,Fully Furnished,12687720
Pune,Viman Nagar,3038,3,4,22,11,20,1,1,0,Fully Furnished,20110211
Bangalore,HSR Layout,2310,5,4,3,22,24,0,0,1,Unfurnished,12521917
Chennai,T Nagar,1269,1,2,13,25,30,1,0,1,Unfurnished,7331590
Mumbai,Thane,810,1,2,23,9,14,1,1,1,Fully Furnished,8569282
Pune,Hinjewadi,726,1,1,13,18,23,0,0,0,Semi-Furnished,4775881
Bangalore,Whitefield,772,3,3,16,14,15,1,1,1,Fully Furnished,4782811
Hyderabad,Jubilee Hills,3485,2,3,8,0,7,0,0,0,Fully Furnished,19787368
Bangalore,Koramangala,816,3,3,18,0,2,0,1,0,Unfurnished,4536405
Hyderabad,HITEC City,2422,2,1,2,28,30,0,0,0,Fully Furnished,14745335
Chennai,OMR,3657,3,4,14,10,19,1,0,0,Semi-Furnished,19510491
Mumbai,Kurla,2838,2,3,20,10,11,0,0,0,Fully Furnished,27519596
Bangalore,Indiranagar,1992,4,3,0,4,13,1,1,1,Semi-Furnished,11522098
Delhi NCR,Gurugram,3276,3,2,18,2,8,0,1,0,Semi-Furnished,25178147
Pune,Kothrud,2394,4,3,3,10,15,1,0,1,Semi-Furnished,15574965
Chennai,Adyar,2101,3,2,13,3,8,1,0,0,Semi-Furnished,13323504
Bangalore,HSR Layout,2292,2,3,17,5,10,0,1,0,Fully Furnished,12053052
Pune,Viman Nagar,3975,2,2,11,17,23,1,1,0,Semi-Furnished,23505982
Bangalore,HSR Layout,1950,5,5,5,6,13,0,1,1,Unfurnished,10907147
Hyderabad,Kondapur,2922,3,3,9,20,29,0,1,0,Semi-Furnished,15377475
Bangalore,Whitefield,2425,1,1,3,23,25,1,1,1,Unfurnished,12574250
Delhi NCR,Gurugram,1066,3,2,15,3,7,1,0,1,Fully Furnished,9117740
Bangalore,Hebbal,3415,2,2,0,13,18,1,0,0,Semi-Furnished,17582290
Bangalore,HSR Layout,3302,2,2,2,27,33,0,1,0,Fully Furnished,17683935
Delhi NCR,Greater Noida,751,2,3,6,7,14,1,1,0,Unfurnished,6315151
Chennai,Adyar,2056,4,5,2,19,22,0,1,0,Semi-Furnished,13015161
Bangalore,HSR Layout,2854,1,1,21,10,13,1,1,0,Unfurnished,14952425
Delhi NCR,Dwarka,1174,2,1,14,29,38,1,1,0,Semi-Furnished,9083605
Pune,Hinjewadi,3415,2,2,5,13,22,0,1,1,Semi-Furnished,22496816
Hyderabad,Jubilee Hills,2811,2,1,15,20,22,1,0,0,Semi-Furnished,15304486
Hyderabad,Gachibowli,2615,3,4,16,2,6,0,0,1,Semi-Furnished,14907417
Bangalore,Whitefield,3678,1,1,1,10,14,1,1,1,Unfurnished,17498122
Chennai,Anna Nagar,3971,2,2,9,3,8,1,0,1,Unfurnished,23680829
Chennai,T Nagar,2102,4,5,10,8,10,1,0,1,Fully Furnished,13549731
Pune,Kothrud,3770,2,2,5,4,8,1,1,0,Semi-Furnished,24479926
Bangalore,Koramangala,3763,2,2,17,12,15,0,1,1,Fully Furnished,19891983
Hyderabad,Jubilee Hills,1013,3,2,14,19,25,1,0,0,Unfurnished,5763823
Chennai,T Nagar,3316,3,3,15,3,7,0,1,1,Unfurnished,18842283
Bangalore,Koramangala,941,4,4,12,6,7,0,0,0,Unfurnished,5968409
Chennai,Velachery,500,2,3,15,1,4,0,1,1,Semi-Furnished,3332407
Delhi NCR,Noida Sector 62,2905,4,3,1,19,27,1,1,1,Semi-Furnished,23156285
Chennai,Adyar,1638,3,2,19,18,21,1,1,1,Unfurnished,9971168
Hyderabad,Gachibowli,1402,3,4,11,6,13,0,1,0,Semi-Furnished,8539172
Mumbai,Bandra,2123,1,2,13,19,21,0,1,0,Semi-Furnished,20486273
Pune,Viman Nagar,1720,1,1,7,23,28,0,1,0,Semi-Furnished,10918682
Pune,Hinjewadi,2821,3,4,5,20,27,0,0,1,Fully Furnished,18188146
Hyderabad,Madhapur,1355,4,3,13,24,25,1,0,1,Semi-Furnished,8317768
Chennai,Velachery,1517,3,4,23,8,9,1,1,0,Unfurnished,8057926
Bangalore,Whitefield,1683,2,1,14,18,26,1,1,0,Semi-Furnished,8810159
Chennai,Adyar,2720,1,1,19,24,26,1,1,0,Unfurnished,14370525
Hyderabad,Kondapur,1084,3,4,2,19,23,1,0,1,Semi-Furnished,7656861
Pune,Hinjewadi,3476,3,3,6,24,27,1,1,0,Semi-Furnished,22401840
Chennai,Anna Nagar,3028,2,2,15,27,32,0,1,0,Unfurnished,16020984
Pune,Kothrud,954,1,2,22,29,31,0,1,0,Semi-Furnished,6115255
Bangalore,Hebbal,695,2,1,1,1,7,1,1,0,Semi-Furnished,4819052
Pune,Viman Nagar,3343,3,4,16,20,28,1,1,1,Fully Furnished,22001264
Pune,Wakad,1098,3,3,10,15,20,1,0,1,Unfurnished,7838175
Mumbai,Thane,1832,4,3,23,5,12,0,0,1,Unfurnished,18071522
Mumbai,Powai,2259,3,2,2,18,23,0,1,1,Fully Furnished,21931840
Delhi NCR,Noida Sector 62,1055,2,1,21,17,23,1,0,0,Unfurnished,8325582
Mumbai,Thane,3395,3,3,22,16,25,1,1,0,Unfurnished,31485413
Pune,Viman Nagar,2017,5,5,7,10,11,0,1,0,Semi-Furnished,14511419
Hyderabad,Jubilee Hills,938,4,3,21,22,31,1,1,0,Fully Furnished,6642044
Pune,Kothrud,3197,4,3,22,3,6,1,1,1,Semi-Furnished,20408798
Hyderabad,Madhapur,858,2,2,20,23,26,1,1,1,Semi-Furnished,5231765
Hyderabad,Kondapur,3607,3,3,18,7,11,1,0,1,Unfurnished,18821193
Mumbai,Bandra,1557,4,3,17,23,31,1,0,0,Semi-Furnished,15489963
Chennai,Adyar,1611,3,4,6,17,18,0,1,0,Semi-Furnished,10872811
Bangalore,HSR Layout,3205,2,3,15,12,16,1,0,0,Semi-Furnished,16116669
Mumbai,Andheri,2563,5,6,23,20,27,1,1,0,Semi-Furnished,25526987
Mumbai,Andheri,3292,3,3,13,7,10,1,1,0,Semi-Furnished,32443310
Chennai,T Nagar,920,2,3,7,9,16,0,1,0,Semi-Furnished,5885191
Bangalore,HSR Layout,1052,2,3,12,17,22,1,0,0,Unfurnished,6168771
Pune,Viman Nagar,3314,3,3,2,17,26,1,1,1,Unfurnished,22196347
Delhi NCR,Dwarka,3340,2,3,1,16,24,1,1,1,Semi-Furnished,25025752
Delhi NCR,Noida Sector 62,1649,1,1,12,15,18,0,0,1,Fully Furnished,13388941
